topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS1,dropVS2,dropVS2AN2,dropVS2AN5
energymanagement,app3,0.4849621688577287,0.19865851145784016,0.5611702522606913,0.5022161604709046,0.6469310920079887,0.8076228143670843,0.8409432892710623,0.48022077017942105,0.4750805866984495,0.4711431605954649,0.4509001801524098
firedetection,app1,0.536835191037022,0.13719075940336825,0.6123588646704765,0.4729841392591039,0.6453924021507024,0.8929912844149858,0.9419576570805733,0.4925212157327009,0.47253898896073737,0.503770571171452,0.40758839853165474
firedetection,app22,0.529234096479574,0.5739040461134077,0.19735411633604932,0.46953467392631737,0.6421680815612394,0.18658774032127035,0.191131795832179,0.47641167082747415,0.46931895318260786,0.4963496835768343,0.41347842485512176
firedetection,app23,0.5173763889697617,0.5938341160430713,0.19450511348708513,0.47539876499220657,0.6472348710591446,0.19544799001911237,0.1991544480265037,0.48245275016688777,0.46967673493571,0.4956239941719552,0.4196322710088407
firedetection,app25,0.5243693959627425,0.5693585915677462,0.19735411633604372,0.47229424619258104,0.6490773399672005,0.18860143343454994,0.19160371654941927,0.48245275016686395,0.4821990962952243,0.5083235587581714,0.40688501826154994
intrusiondetection,app21,0.5154792275792721,0.6396948332781641,0.1312501225779167,0.5326639780218322,0.8123242987383208,0.13127638526358407,0.13130669450020818,0.5193100578004639,0.5047489113079399,0.49502563953224105,0.49087701188855115
intrusiondetection,app2,0.5185985263367393,0.1391848099296561,0.5996933379059981,0.5315032319392087,0.835770737997529,1.0200221185248781,1.0505668505977206,0.5183410268314474,0.5130330585046071,0.49556238146896314,0.4929532162815535
intrusiondetection,app36,0.5174147101529399,0.639961235712306,0.597862541635596,0.5309651487839631,0.23234724336187587,0.3777272419227381,0.37846131723061927,0.5194549722704053,0.504715079097647,0.4951696549913565,0.49331057245095666
intrusiondetection,app40,0.518333791072013,0.6399260603844004,0.6001810539055342,0.5329889424092914,0.2316764282644991,0.3805915758976688,0.3803429266423791,0.5193356099219697,0.5117958405420581,0.4940951960054865,0.49137395290998703
intrusiondetection,app41,0.5175252246384565,0.6418725547734154,0.5991460783291349,0.5311615741756903,0.23140665634376928,0.37707278138517103,0.3787309413917382,0.5141304454116178,0.5049985866578958,0.496026333013669,0.49081208610135957
occupancymanagement,app12,0.4865045705314589,0.5020857434824209,0.5780205721765771,0.12292694197181946,0.7436276808029637,0.9245561756327756,0.626244037126278,0.4842706063846795,0.45387813582617736,0.5114057690181993,0.41618002899806744
occupancymanagement,app21,0.47208149360839097,0.5036198219395649,0.13211893283561976,0.5659468849877763,0.7451600130124449,0.12698532543762778,0.12843081356498057,0.4793172264313208,0.4494402660037121,0.4988007270015274,0.4319741208377646
occupancymanagement,app36,0.4819154096923351,0.4998942028292576,0.5956750488472338,0.5411605602016699,0.1929074846679942,0.3418132606584211,0.3440212432002307,0.48173050824764824,0.4584776765863784,0.5038852969140695,0.42776365126700183
occupancymanagement,app37,0.4714258992029301,0.5193989146415088,0.5888654649884859,0.5511320701731552,0.18524582361999142,0.3337160946666076,0.32935697769994654,0.48879182886039846,0.452567378692257,0.5035591458754178,0.43302361559110003
printing,app11,0.5355900001691873,0.6751602541463891,0.5666135213849728,0.1899925528077903,0.7265351772940325,0.7989324766198717,0.4002749012269163,0.5104640068482909,0.5129313382186766,0.5111950859579496,0.46261630092126393
printing,app12,0.5426919082721383,0.6683101699240718,0.5717237957257671,0.18997931057109935,0.7151025732013605,0.8112598927933641,0.40566202224915066,0.512949616476685,0.5145787846766312,0.5104245709971522,0.4553099871634504
printing,app13,0.5364456517478383,0.6750479576837646,0.5640583842144616,0.18854327744540794,0.718772297971747,0.8159443109392709,0.40967104254474,0.514388653630041,0.5098898986038891,0.5101677326769523,0.4622027359916013
printing,app2,0.5374724336422334,0.17319506605457657,0.5688996967480249,0.6243881528133141,0.7066339775765528,0.810520247822985,1.0335748260525903,0.5194906944463147,0.5169865910382392,0.5106780539266014,0.4524315115159096
printing,app4,0.5398682580625155,0.1742057342185383,0.5688996967479905,0.6253929535278785,0.7029642528058416,0.8025074273104308,1.0142814158799067,0.5120338655609182,0.5121709783148805,0.512311714767399,0.45288152850431235
smartthings,app11,0.5821668451288734,0.7234784168470662,0.5672085763284299,0.16180171620043668,0.6130553463247148,0.8661885898222255,0.5176233995322592,0.5333696492722058,0.5017836791589306,0.478220708261336,0.46833972101109705
smartthings,app14,0.580512585410102,0.7124456249377895,0.5862526390617391,0.1592972439285449,0.6668187871843319,0.8761527189575864,0.4997662566752602,0.5151608049766622,0.49345695433720144,0.4802449997591566,0.47474997742135844
smartthings,app1,0.5705870270975661,0.1739840864814298,0.5675819893234109,0.6584027895418934,0.645313410840455,0.8653914594913384,1.0935162566700114,0.5114447143039054,0.49900810421826985,0.4840172937558581,0.4975170516417662
smartthings,app21,0.579685455550744,0.7078486283090897,0.13218243742220803,0.6601916983073204,0.6304250733718233,0.13203155515435425,0.13129098195307193,0.5069854054969539,0.48195814386932384,0.4887470240506972,0.4751506184470576
smartthings,app3,0.570311317144515,0.16877415696876552,0.5787843791663151,0.655182753763677,0.6539982743639003,0.8908996300771393,1.0900821907360967,0.5329980402049339,0.4950429971603966,0.47814446224070306,0.4777729086767522
videosurveillance,app26,0.552480654036137,0.7287818541312069,0.13250723365552777,0.5649324001274374,0.8760899899151547,0.13239089594392994,0.1318190696481693,0.5592241282856589,0.5536923730611966,0.5309874098699804,0.5340338951037348
videosurveillance,app2,0.5525317889503415,0.1741459157823253,0.6495058466358314,0.566418461365592,0.8714065523849212,1.0989106840213871,1.1432401825727436,0.5557828535759944,0.5486367989408625,0.5323035875095287,0.5348600120071909
videosurveillance,app36,0.5542353017280136,0.730176801802562,0.6516611154504723,0.5675135468356477,0.23397907196552709,0.3865700988786132,0.3826557195583129,0.5556163220358988,0.5548969416528083,0.5382124853571315,0.5345261793897691
videosurveillance,app37,0.5503025078148439,0.7295600806855603,0.651640542281898,0.5625584221660633,0.2344312328705345,0.3799911198867468,0.3840621979929117,0.556101132603297,0.5604634759113983,0.5334595560668397,0.5319164665770716
videosurveillance,app38,0.5538650913580805,0.7305289351751445,0.6469708816008668,0.5683860539581418,0.2355490320846535,0.3833970146939871,0.3838589986186754,0.5556509502818722,0.5592571500215532,0.5351110610146479,0.5345784054168066
videosurveillance,app4,0.5539908250817931,0.17340766232152993,0.6500885754649479,0.5674672505393613,0.871722888433855,1.0953322950093154,1.1397230894211101,0.5557369754158736,0.5517183054621321,0.5333290038981111,0.5322215579988456
