topic,app,response_time,throughput,drop_rate
amazonecho,app10,9.936329539961754,0.0018762397486761,0.00033972293930155243
amazonecho,app14,9.9854956368233,0.0018104067750383,0.0003722715466590492
amazonecho,app19,10.255383185817928,0.0018433232618572,0.00039519245016181954
amazonecho,app21,9.92463051764094,0.0017445738014006,0.00043995728241524
amazonecho,app27,9.942240716530511,0.0018104067750383,0.0003722715466590492
amazonecho,app30,9.99633791341398,0.0018433232618572,0.0003384286787809538
amazonecho,app32,9.95421272726473,0.0018433232618572,0.0003384286787809538
amazonecho,app5,9.959287898205949,0.0018104067750383,0.0003722715466590492
amazonecho,app7,9.791594957362069,0.0017116573145817,0.0004738001502933353
amazonecho,app8,9.907075502743938,0.0016787408277628,0.0005076430181714307
bms,app10,9.59930401873936,0.2524510416483844,0.0584167322598667
bms,app12,9.590760853541616,0.2522396081936112,0.0560902855199482
bms,app17,9.592411522559573,0.2493688870398343,0.05775553467941
bms,app19,9.578993173287628,0.2494881671511958,0.060796526767261
bms,app1,9.609686550727304,0.2521951396923894,0.0550750724066256
bms,app27,9.619581149004796,0.2537220122435817,0.0560035121509169
bms,app2,9.62412024788138,0.2523192116126576,0.0563005482144106
bms,app30,9.60199492170862,0.2538420368237085,0.0536348173672665
bms,app8,9.60550522270364,0.2506226628961802,0.05431702885407
bms,app9,9.607425752886735,0.2524981069265053,0.0555007341249255
energymanagement,app10,9.436209268817148,0.049133555110295,0.0166277847115108
energymanagement,app12,9.402016709973193,0.0483729190536505,0.0171901021065657
energymanagement,app1,9.468012357699369,0.0493217041164258,0.016247733560081
energymanagement,app24,9.456475497412692,0.0489211938407328,0.016442706362802
energymanagement,app2,9.471927196158944,0.0489757987541522,0.0165890439826113
energymanagement,app30,9.43376943003607,0.0483048502755329,0.017060120238085
energymanagement,app32,9.442796135356202,0.0492649894515845,0.0161011309242992
energymanagement,app33,9.467610086463411,0.049103156889709,0.016442706362802
energymanagement,app3,9.51943220545571,0.0490072110233151,0.0160202652902398
energymanagement,app4,9.429490461248808,0.0484107573343031,0.016296296147624
energymanagement,app5,9.425075670596042,0.0481100503250221,0.0171901021065657
energymanagement,app6,9.442589475149708,0.0481791778718296,0.017255093040806
energymanagement,app7,9.431269387605932,0.0482880871753379,0.0167351655668834
energymanagement,app8,9.467086947113362,0.0483625690992377,0.016442706362802
energymanagement,app9,9.496440054940372,0.0492021725398551,0.016247733560081
firedetection,app10,9.72042349238361,0.0028721865410478,0.0006580897678799296
firedetection,app1,9.74286847156596,0.0030601174206416,0.00025633508604381287
firedetection,app22,9.796520812152622,0.0030930219090356,0.00040774973195084304
firedetection,app23,9.695777546685031,0.0029614039554596,0.0005708496247311802
firedetection,app25,9.777213178932314,0.0029284994670656,0.0006835602294501677
firedetection,app29,9.561781862736158,0.0029059769709425,0.0006251852794859331
firedetection,app30,9.662185431072905,0.0029614039554596,0.00053247492344811
firedetection,app31,9.761645899315722,0.0029943084438536,0.000496976595218236
firedetection,app33,9.774221747494895,0.0030601174206416,0.0005708496247311802
firedetection,app7,9.787269658906238,0.0029943084438536,0.0004892996783410116
intrusiondetection,app21,9.845122548910664,0.7603823787266945,0.1473332948635269
intrusiondetection,app24,9.91239280261909,0.7630400037808768,0.1441142302675206
intrusiondetection,app2,10.090541511078357,0.7631462373427793,0.1511319079506832
intrusiondetection,app36,0.3653812874941416,0.7650401319219621,0.1515168191124152
intrusiondetection,app40,0.3741346996867815,0.7660848322960987,0.1499470792107907
intrusiondetection,app41,0.3723885197671043,0.7629473690748889,0.14793086329089
intrusiondetection,app45,0.364116146823368,0.760971403910303,0.1538825636878494
intrusiondetection,app47,0.3723524823949501,0.7643008765327164,0.1496509142986308
intrusiondetection,app6,9.912868436951053,0.7642964672688288,0.1486107084434079
occupancymanagement,app12,10.018859947458132,0.0045592478966916,0.0009523109484437262
occupancymanagement,app17,9.848254662309715,0.0043638515582619,0.0011419661802053
occupancymanagement,app19,9.93122308621604,0.0045266818402866,0.000978828154461736
occupancymanagement,app21,9.846906482391145,0.004331285501857,0.001174593785354
occupancymanagement,app34,10.064379623725316,0.0046243800095014,0.000886634331309676
occupancymanagement,app42,0.3691539954015277,0.0045266818402866,0.000978828154461736
occupancymanagement,app43,0.3668972591274746,0.0043638515582619,0.0011962975997832
occupancymanagement,app44,0.3554219454218328,0.0045918139530965,0.0009135729441642872
occupancymanagement,app48,0.3613203064619633,0.0045266818402866,0.000978828154461736
occupancymanagement,app50,0.3719030556194778,0.0043638515582619,0.0011419661802053
occupancymanagement,app5,10.122112841146318,0.0044289836710718,0.0010767109699079
occupancymanagement,app8,9.98720130982664,0.0043964176146669,0.0011093385750566
printing,app11,9.660656492682332,0.0096952105088592,0.0025210592201779
printing,app12,9.628152223738072,0.0096626762454066,0.0025538002490113
printing,app13,9.67737785779003,0.0096301419819541,0.0025788518208544
printing,app14,9.54878271793288,0.0094349364012388,0.0027747139844636
printing,app15,9.63448915115597,0.0094349364012388,0.0027747139844636
printing,app16,9.64551677346194,0.0093373336108811,0.0028726450662682
printing,app17,9.659356301592975,0.0096301419819541,0.0025865412778448
printing,app18,9.627259781273498,0.0095000049281439,0.0027175053931787
printing,app20,9.635175462615704,0.0097602790357642,0.002448277045115
printing,app2,9.738698969847704,0.009922950353027,0.0022999297508371
printing,app4,9.664354913242173,0.0094674706646913,0.0027502464220122
printing,app5,9.589239770083852,0.0092397308205235,0.0029705761480728
smartthings,app11,9.26169377640087,0.0032952001621978,0.0008206739780113265
smartthings,app14,9.095054098852833,0.0031320714412969,0.0009848087736135918
