topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS10,dropAN10,dropRT10,dropVS10AN10,dropVS10AN10RT10,dropVS15AN15
amazonecho,app10,5.975715440424132,0.2293207857358603,7.336450357880672,5.873386803219793,9.936329539961754,13.37065560723623,16.761527911123743,5.795333927705315,5.899122685364091,5.674162506572571,5.481767898209709,5.44480927517214,5.406389733516503
amazonecho,app14,6.080254933136636,8.493627806168085,7.282081140568767,0.17040047674470962,9.9854956368233,14.015447974939548,1.5576343759590312,5.722808995966822,6.092612091969564,5.621884280267437,5.527011820371502,5.4367082509151565,5.252253100568366
amazonecho,app19,6.106871767881963,8.487924233786753,7.435972700492199,0.16261113318934212,10.255383185817928,13.512121306291847,1.6248074960998171,5.896919880029541,6.137520398948162,5.745739222757198,5.5879906025881025,5.448798630305773,5.247046633492164
amazonecho,app21,6.033988943375078,8.354765091803127,0.24739641523698516,5.8555307432037615,9.924630517640939,0.2367602193843191,0.27136000669219473,5.749461559413797,6.160812918694619,5.698995623487644,5.507629502404467,5.534203366749047,5.344093576368583
amazonecho,app27,6.016101593432091,8.447552957190776,0.22460596469234417,5.844446339385949,9.942240716530511,0.2487930128938565,0.26510309404497906,5.884849959943319,6.17482538416138,5.80976296742763,5.586159100757163,5.545038020691201,5.378431471417962
amazonecho,app30,6.020020082708095,8.419891909626665,0.24842926410402066,5.693953697659483,9.996337913413981,0.23814464133891328,0.22370742320706372,5.791876060001376,6.084296297904067,5.957337663456121,5.4632017674417455,5.328245756907313,5.350259519440475
amazonecho,app32,6.0829417545602436,8.43506190536216,0.23359081499471776,5.960020016861108,9.95421272726473,0.22460176822200106,0.22450271114253953,5.934854996360116,6.252114005404521,5.951279569131259,5.64041466672349,5.37178580339842,5.279493225439071
amazonecho,app5,6.001332561477421,0.2417787526017921,7.311457149188423,5.8394305643130835,9.959287898205949,13.962587540675784,17.062189677075445,5.934747039605185,6.005075383249059,5.6757420189109995,5.490777906850442,5.169342048242909,4.9913696306347415
amazonecho,app7,6.192924643919287,0.25243536924504506,7.280673086394886,5.914744927475707,9.791594957362069,13.575688941914057,17.027326642097915,5.854016188510904,6.078849212152237,5.673841942970776,5.626080057780373,5.464750668542618,5.30862791864622
amazonecho,app8,6.098926126849714,0.2516822061823834,7.408599049509305,5.761142694957647,9.907075502743938,13.51478419168737,16.925145290714987,5.726300251357613,5.954992397244714,5.81208928254363,5.4796262032036225,5.312225815330545,5.273822371484549
bms,app10,5.864549574234143,0.305092882948065,7.500142359387473,6.426458356052527,9.599304018739359,14.03421663470296,17.37168449298564,5.615065373168971,5.709710734338023,5.74483066061687,5.343275430737579,5.189920051232778,5.013481930760785
bms,app12,5.868346003344614,8.519079528618768,7.482108813029397,0.19538282068352586,9.590760853541617,14.14305329352295,1.5104967029373388,5.6876391445611825,5.7092306283456775,5.802900420713518,5.333231997797749,5.202108528099876,5.064938109972728
bms,app17,5.878191832690209,8.518723043287409,7.485513169052947,0.19371022917502514,9.592411522559571,14.049768795002835,1.5281495120246464,5.704277473341195,5.701693391825225,5.811069461032647,5.333963059427048,5.199320493031964,5.06708786619183
bms,app19,5.85749346265818,8.534922005612053,7.501556127033674,0.19294928961762636,9.578993173287628,14.120081658122668,1.5200477010227698,5.7119529654476,5.708949374261437,5.753943378429743,5.3486497042135035,5.211133767453281,5.054140418640781
bms,app1,5.871938427894168,0.3071470014757768,7.517357753050265,6.449130694994729,9.609686550727305,14.10336889443406,17.480796209843234,5.6940575900163015,5.717065401469151,5.775434768533148,5.361193027449147,5.2057744042430745,5.045777445867902
bms,app27,5.878686005121891,8.530518792107419,0.16836482939385086,6.443692701672052,9.619581149004796,0.1694898602801919,0.16983254019742194,5.718538729328435,5.705738141157966,5.781624482910609,5.334013969676885,5.198927831800778,5.058028783434912
bms,app2,5.865067732273729,0.3052207388809594,7.491063983770583,6.425983355297611,9.62412024788138,14.080532475774495,17.37008584638186,5.599218156302573,5.687720524037641,5.800151498868342,5.350507102286754,5.190833322638085,5.007217844887951
bms,app30,5.871313413640382,8.528119086293286,0.16842687458046743,6.434873122252225,9.60199492170862,0.1686392810360371,0.1694907572117285,5.703469583362024,5.708176043027665,5.761426806421549,5.347956204902922,5.208418875610301,5.047407879968474
bms,app8,5.875095851215012,0.30296348497654774,7.489457852531702,6.446251364975468,9.60550522270364,14.119489363124215,17.38693363724589,5.696117127628843,5.727592147360071,5.753561132686693,5.345665911284039,5.20446196931964,5.018028154855348
bms,app9,5.870946142862352,0.3033498260267791,7.516086281525422,6.428958997027214,9.607425752886735,14.037612464231197,17.434475974330105,5.599616993072274,5.692625419801976,5.765150507662998,5.358837563118959,5.245178020063162,5.038956888779766
energymanagement,app10,5.914017684104443,0.4668600448975605,7.553849501561476,6.355727510832174,9.436209268817148,13.987805160664285,17.24486456040396,5.728848782742578,5.795791045470579,5.871753868856051,5.335974736321079,5.195713898256514,5.0109392821151415
energymanagement,app12,5.871249920779515,8.683849456653471,7.556828128830524,0.12547700255261376,9.402016709973191,13.944302950725795,1.5237921651647013,5.715832617831759,5.75897678207193,5.849225425132575,5.336378625018643,5.221512856998473,5.029894506307931
energymanagement,app1,5.9192595148280285,0.4740505917738161,7.527850910394019,6.371679249747524,9.468012357699367,14.096062919291231,17.280691930171145,5.772489579812818,5.761567544929641,5.8735832819286475,5.295336355846627,5.225739835185182,4.982952656658924
energymanagement,app24,5.863073822111486,8.65489112559683,0.23510906875723458,6.3034052461540835,9.456475497412693,0.23786053298955495,0.2311512900629976,5.76839117698034,5.738499266531722,5.859979313298924,5.288325458024327,5.22023868345006,5.037994432642531
energymanagement,app2,5.896955943316285,0.46732515073354464,7.575060193872569,6.357644217414903,9.471927196158944,14.054217625933159,17.330858838827012,5.739235937837191,5.769360222180218,5.858494107128114,5.299983416532269,5.221622168624176,4.98618569590391
energymanagement,app30,5.897393076712332,8.696416270941034,0.236027031438515,6.307933081519882,9.43376943003607,0.23171174027883007,0.23638088351887626,5.780731773460792,5.753509984897714,5.890336961962745,5.298629297351065,5.225090968191782,5.032427519007925
energymanagement,app32,5.878092362306082,8.675423328822996,0.2340793649271938,6.343193228151264,9.442796135356202,0.23411873781894907,0.23311972674894121,5.753086892196235,5.744136579676363,5.892559829344179,5.3055845291671755,5.256164611843718,4.996731798098284
energymanagement,app33,5.92428658360833,8.7045174843058,0.2400726175492629,6.3621114181006,9.467610086463411,0.23007145723735362,0.23428239149442615,5.757884797385922,5.7681578569384495,5.8833194060220215,5.319586364316165,5.261946724941542,5.003306740447752
energymanagement,app3,5.900692797137738,0.4734210595865828,7.558080419573179,6.352109426827264,9.51943220545571,14.060418112296324,17.26346273564374,5.753036556077578,5.727867629777791,5.894434655543283,5.273247765628314,5.2072269176955235,4.989459429004389
energymanagement,app4,5.904406174688889,0.4753766079672574,7.552596450707437,6.392091655721981,9.429490461248808,14.01820800569108,17.26789301668967,5.771354359989099,5.773419119325437,5.864868147988494,5.326536122650547,5.247456689191307,4.983700276337721
energymanagement,app5,5.889062814153443,0.47602752181731256,7.576852083162874,6.36832232649245,9.425075670596042,14.0266626453377,17.196247405563795,5.714901174641939,5.758285608576683,5.880493645276652,5.30068625573127,5.187859261833191,5.003265545296403
energymanagement,app6,5.900163800853375,0.483077448766484,7.5896028667483595,6.305403378724654,9.442589475149708,14.051875650750766,17.296074139344107,5.709819716278762,5.777592856515806,5.866330733746528,5.317372645314212,5.264951059108327,5.004878451691831
energymanagement,app7,5.89282124395834,0.46676557053005185,7.556025394738445,6.389406215333832,9.431269387605933,14.017180585612506,17.183115811248406,5.75726351250291,5.751660612818764,5.894263005051722,5.345961633524547,5.225417964208486,4.987167247240241
energymanagement,app8,5.933372873142928,0.47755931927393175,7.483718018617185,6.323239531601664,9.467086947113362,13.97913133758582,17.228971816759618,5.739078230272836,5.792238483862309,5.867059037760266,5.326014111545087,5.251666083816708,5.045632943473892
energymanagement,app9,5.917186730034331,0.4702519060875248,7.567891649737847,6.312102458609807,9.496440054940372,14.026478547477174,17.217112718273466,5.750322595386083,5.7547340049260844,5.869234472346586,5.341664318003655,5.212499081669388,4.997101150710058
firedetection,app10,5.884949776974153,0.24674102560921937,7.700041582002473,6.117255905224875,9.72042349238361,15.30902696128462,17.239094537067054,5.496253201642144,5.665925060588452,5.741930824302995,5.842429792143143,4.989068680027853,5.20667770920058
firedetection,app1,5.806273250503834,0.2538501040379604,7.728509777187318,6.205669874807026,9.74286847156596,15.295923379959829,17.13981615553701,5.276010788616911,5.786902552317668,5.719983866064158,5.944212507839443,4.996504749627463,5.279830174913598
firedetection,app22,5.818293658472197,8.117686271750667,0.33385855534089875,6.086553868420416,9.796520812152622,0.33724324501473235,0.36973564432214034,5.256448707742385,5.624137429511097,5.706309571240147,5.885491526775058,4.695897210620221,5.256887917752933
firedetection,app23,5.796304226875971,8.133517233439502,0.36671531163714494,6.139340423317535,9.695777546685031,0.3515265515361395,0.3557403519722445,5.308794884908129,5.6709416721936865,5.684573457181743,6.109933684078805,4.861768186096721,5.251708401706795
firedetection,app25,5.809934709897564,8.21193494460058,0.35771367357912315,6.103236480799752,9.777213178932314,0.34556875180240243,0.3492237911197522,5.345082737484637,5.653536026732121,5.591206947788985,6.0124903020796765,4.964200396600217,5.1895584513884465
firedetection,app29,5.832352974409035,8.263222763575437,0.35179188874000455,6.188885221895454,9.561781862736158,0.34299527477898023,0.3340035031840523,5.435341404998049,5.703722874924294,5.773157251469706,5.9634109409192195,4.883822338120643,5.266601915901952
firedetection,app30,5.872255570188299,8.266666964351275,0.3549197638374356,6.150080029745205,9.662185431072905,0.34956050943601724,0.3395858889493578,5.349340220464325,5.678358602620307,5.718321576872384,5.951033586779569,4.939190419388025,5.176317131128708
firedetection,app31,5.705228600056928,8.088133741595092,0.358245381175851,6.094799915508444,9.761645899315722,0.3289124684648232,0.3447593879458797,5.4929427320746385,5.7362988819149905,5.665613485588408,5.987158517373016,4.926055558892598,5.242024346605683
firedetection,app33,5.944787202432171,8.1863873963712,0.32484028237069346,6.131251432246639,9.774221747494895,0.3272386647538657,0.3320101812125083,5.472805725632127,5.614267201881466,5.748314357538573,6.037377994771217,4.798820544000923,5.202787918210742
firedetection,app7,5.784520521320956,0.2429812676719342,7.6582260568326035,6.159150031476008,9.787269658906238,15.21413378023728,17.166299594397444,5.325552494148037,5.763461659979964,5.68436528874348,5.834283049704015,5.060960234886843,5.2238999806083255
intrusiondetection,app21,5.898201631389472,8.356835940682522,0.1686809452215084,6.327937400251882,9.845122548910663,0.17015279825610202,0.16954675279986844,5.7147714473822475,5.720812806194624,5.770062703849774,5.352309485297042,5.19824821938419,5.039394204971198
intrusiondetection,app24,5.880750146182396,8.372923608892592,0.16725540297217453,6.32919469757442,9.91239280261909,0.17007966407068675,0.16888897631625166,5.717582882288771,5.710869383148864,5.771772495176248,5.345779790251157,5.195225214483569,5.005504485669694
intrusiondetection,app2,5.881121614373507,0.20470908810408855,7.424794416699125,6.333504913839941,10.090541511078357,14.655490205386679,17.731421734424423,5.721179677210062,5.711920065593003,5.785612213975862,5.3523771888902765,5.189609000835051,5.038035792805356
intrusiondetection,app36,5.879892302098092,8.361678028154435,7.424380126558144,6.331982954956697,0.3653812874941416,0.8643335158064825,0.8686943304570973,5.727716002025157,5.69410826713568,5.771682912605675,5.343222118992787,5.202352172358618,5.01417187544663
intrusiondetection,app40,5.899727397802011,8.363114873480459,7.451412460628819,6.328991704963183,0.37413469968678154,0.8614740000042325,0.8720515358167635,5.710524133897792,5.717918738014276,5.788701308626886,5.350249214027594,5.148012978413736,5.043156744560167
intrusiondetection,app41,5.891617098938664,8.370598153381808,7.4213432875810055,6.33016433396651,0.37238851976710435,0.867492428912953,0.8676171016386506,5.71666279054486,5.720367200354704,5.762072710908496,5.3855309330535475,5.194485842549592,5.004982250562806
intrusiondetection,app45,5.8783850425817485,8.364887541858955,7.422009461740633,6.329159065103583,0.36411614682336807,0.8587950783996382,0.8620344382276613,5.705404164490338,5.71107844501676,5.778541078826366,5.345053310854673,5.201218440176624,5.024815502535052
intrusiondetection,app47,5.890928767197255,8.361474707799166,7.425588946235775,6.334271816715348,0.37235248239495017,0.8561151855536722,0.8661167713343603,5.71122995385331,5.70828691167089,5.779716760032772,5.346387241068205,5.19932510036145,5.027861344469947
intrusiondetection,app6,5.894208651153641,0.2022727234032355,7.443017601556467,6.322746041230852,9.912868436951053,14.568819932681599,17.80351060906846,5.725016996624522,5.734558216175876,5.787400591732452,5.3516226505016435,5.187028043844642,5.063738298238704
occupancymanagement,app12,6.1854604217989095,8.136286290083078,7.466819244836736,0.1880009769090343,10.018859947458132,15.338565604517685,1.992607966960335,6.037362690072909,5.562349472130066,6.016493396551347,5.346712614851908,5.120970780412822,5.265663515736152
occupancymanagement,app17,6.112778573647162,8.216988102506221,7.319950518661405,0.2020382937504714,9.848254662309717,15.221228661734704,2.053176581300742,5.956677580736681,5.5468781171995865,6.087916299558046,5.325742773259635,5.182791782992458,5.204618471956053
occupancymanagement,app19,6.226630142629829,8.128230184554901,7.412227695740648,0.19416795214171165,9.93122308621604,15.094264136893539,2.118990165659356,5.879384421137058,5.539306332716469,6.075044139349668,5.3505745686849675,5.054681960893773,5.239086141022809
occupancymanagement,app21,6.093116042952047,8.214354899583551,0.1680735995278576,6.3572987196024835,9.846906482391143,0.17105537456427794,0.1686507621964001,5.7901862208490895,5.566212905376567,5.9631156079922425,5.370730119347567,5.091188204982429,5.2495395822206055
occupancymanagement,app34,6.180629883481505,8.087577400440088,0.1660569104403626,6.4330317587653,10.064379623725316,0.17359296225993384,0.16773951716831217,6.010055908455894,5.542598103553378,5.903380410906946,5.339014397057489,5.08273984784113,5.216146053559696
occupancymanagement,app42,6.177385651058418,8.173044675521039,7.501456596071952,6.502119647938719,0.36915399540152777,0.7856471575980742,0.7702238730730158,5.972901488755733,5.588599925418429,6.025254121536315,5.402702254545247,5.123303660346357,5.173190175215871
occupancymanagement,app43,6.164445128452039,8.266584070339313,7.437934613133391,6.458021603301049,0.3668972591274746,0.7799566452379512,0.7732264879157366,5.737079261041655,5.516646437083544,6.081803430646274,5.151963039915976,5.071905447017671,5.19653069366363
occupancymanagement,app44,6.106470704918971,8.190301547736608,7.342433688526851,6.380533955342235,0.3554219454218328,0.7856462825173309,0.8148221802145637,5.869041002424392,5.559597434401508,6.009377371263515,5.375684537127258,5.032367838718495,5.28276569244472
occupancymanagement,app48,6.2201194217935525,8.214602231586973,7.382572709655309,6.482537250326933,0.3613203064619633,0.8274793740374327,0.7971648911934717,5.932438989856499,5.615236781691731,5.983326975371304,5.3781036100622055,5.288055018705081,5.360776876740818
occupancymanagement,app50,6.207955405259617,8.070792134602693,7.424089413522629,6.3750550313048855,0.37190305561947784,0.8123372487097001,0.8339104428881339,5.88811412051758,5.550743488025245,6.08918921487585,5.355702270359339,5.070411584914934,5.10018678261923
occupancymanagement,app5,6.148122388151489,0.20081458133338842,7.402819410590495,6.441066710956531,10.122112841146318,15.333450405712616,18.42405400412422,5.908645806450571,5.503229690619778,6.021838745207675,5.329355859388599,5.110289852064495,5.07756695210672
occupancymanagement,app8,6.187908915823322,0.21521716517915862,7.476179618244341,6.460966020345656,9.987201309826641,15.333735125955934,18.141413574504533,5.9155937881771985,5.704047078916489,6.044687942036196,5.427606747557003,5.138227459189512,5.229593725701146
printing,app11,5.953527556266493,8.321098516176328,7.420155376032881,0.40413495855159864,9.660656492682332,13.905792062554896,1.5770890615921374,5.647471886174342,5.856600331960886,5.994813460527786,5.099027694521051,5.115565302980928,4.992458664264715
printing,app12,6.038515974061365,8.351624368278456,7.4517028905332685,0.4009338295038122,9.628152223738073,13.91639567527146,1.6534492699298133,5.704203434706404,5.777331463548469,6.005699045325695,5.115649745949312,5.112949930652668,4.987635818144164
printing,app13,6.0057269054650915,8.298657542815294,7.472268236970113,0.42055719088796195,9.67737785779003,13.79110851973455,1.6340477935627395,5.727343878156021,5.798710488387504,6.028447684107682,5.087571432121094,5.19305892912629,4.991236011429401
printing,app14,6.015564009131496,8.306792353099906,7.396661828227985,0.4163095898264274,9.54878271793288,13.783668111586302,1.7409975072143704,5.6825452001502486,5.7494356196580645,6.012717996984099,5.057617921905988,5.177151589592963,5.007071853930918
printing,app15,5.992387492305496,8.340160153471077,7.483899815163933,0.39501422624393,9.63448915115597,13.78934252742221,1.6223522852133816,5.679890394538424,5.837888564822954,6.0453913548378075,5.09467879141009,5.189577399601113,5.023706980188123
printing,app16,6.006406727444949,8.268672979529738,7.425684392450765,0.40880113638374005,9.64551677346194,13.76377214826182,1.6702289731092743,5.71939832010077,5.801187185557019,6.017243997126935,5.0221238685176415,5.108620129936057,5.014100217527933
printing,app17,6.026777745210255,8.32375697266797,7.488824860337292,0.39327651147465365,9.659356301592975,13.70427296002912,1.5929537522178563,5.70905453563935,5.752824128601398,5.97484523233328,5.060843607611431,5.16107303086092,5.019719031874683
printing,app18,6.005266581290864,8.347009012500552,7.487810556197669,0.4126818778439556,9.627259781273498,13.74020826680948,1.7319744461877817,5.6781630090776565,5.825939014579613,5.928750133731424,5.14975116186325,5.110450122276484,5.016159773998652
printing,app20,5.9636804616796075,8.296676268788303,7.448727802532133,0.4095598730951851,9.635175462615704,13.779576309861838,1.6357181054085428,5.681744390445716,5.737096468711541,5.9577652223298685,5.087296420519059,5.124485613816452,5.00772408250353
printing,app2,6.014594303284771,0.22496190311501024,7.423146302923566,6.646411842084662,9.738698969847704,13.886790100196665,17.588591063358635,5.650320761676237,5.836093653158862,6.0094432011596055,5.203691794536577,5.202819634019286,4.903866655649254
printing,app4,5.995419831473798,0.2234580352907577,7.418881121589317,6.661143985075853,9.664354913242173,13.808129366474372,17.670306961814546,5.664462795494,5.714747865834036,5.981617317400622,5.083097828391746,5.1829105558716515,5.066406652438428
printing,app5,5.934182450518523,0.23489463982502096,7.517131007623793,6.664345525273679,9.589239770083852,13.814205678203134,17.671764808166657,5.724867147045404,5.754003574081176,5.98028315201244,5.044622744659935,5.141924412183099,5.114896148832807
smartthings,app11,5.989958880463792,8.760760826368065,7.378258863861677,0.16802810061655996,9.26169377640087,13.905454342615235,1.7684220359519283,5.526223651300685,6.052737783778335,5.881674284083832,5.1815931495526995,4.856620889001528,5.372037973205362
smartthings,app14,5.987138693678319,8.681140344420324,7.460442127834512,0.1607404238681846,9.095054098852833,14.004451019143405,1.8598282345354569,5.50516315489023,5.982306393159257,5.89431878018326,5.205932544719848,4.892402814900874,5.375571279478121
smartthings,app1,5.896096524227008,0.26694151323765697,7.365064885985448,6.5094833220898485,9.194301719797139,14.146024878796128,17.783967419572566,5.5938617160655015,6.0011222617643405,5.905132743678237,5.398759579083547,4.878073533877256,5.381690402352198
smartthings,app21,5.956249963600725,8.7072578459219,0.2360464286785674,6.422141931850574,9.406931238371886,0.24056897819469641,0.23491950460591965,5.498745367902002,5.894079332844916,5.785518932966549,5.229140762825837,5.083607257312736,5.434968774744807
smartthings,app28,5.9237069896408565,8.773244110647784,0.2324522166194633,6.572930849236235,9.425767939465956,0.2409940317086939,0.2478447266849301,5.523734678476947,6.016567684039795,5.9023619193049175,5.216577851644989,5.0839908518303405,5.349834251713244
smartthings,app34,5.903493257003549,8.658506046821278,0.23023488205874468,6.428649907817823,9.133454545863943,0.23944428062523102,0.23605392097076952,5.467988769687117,5.922415151300297,6.016828974524865,5.269505923671723,4.890073904928486,5.403117855840391
smartthings,app35,5.85710857318896,8.6749611311098,0.26135412994085266,6.568046333145169,8.97893695291724,0.2539832339395813,0.24143552413136168,5.432055790559588,5.927224011753377,5.9318889639374515,5.203472997501479,5.099058995465963,5.390097397199432
smartthings,app3,5.955866730054583,0.28105653918300244,7.5045861527853965,6.426050014641184,9.40685192259852,14.043868355318084,17.80893323002801,5.529830890469799,5.886133100998426,5.9009067343958606,5.136207432930046,4.8541777038851,5.10784132430919
smartthings,app8,6.0544500543070185,0.28187995638899976,7.441406627183834,6.462039116624699,9.572105581863019,14.125670455920126,17.641684365379497,5.6094604676742765,6.094386815139897,5.9624362857110755,5.332636998074388,5.015286817346521,5.2373034194420525
