topic,app,response_time,throughput,drop_rate
amazonecho,app10,5.873386803219793,0.0014864026293373,0.00018205134873785424
amazonecho,app14,0.1704004767447096,0.0014864026293373,0.0003717900487911113
amazonecho,app19,0.1626111331893421,0.0014864026293373,0.00027884253659333347
amazonecho,app21,5.8555307432037615,0.0014526207513979,0.0003717900487911113
amazonecho,app27,5.844446339385949,0.0014526207513979,0.00024273513165047237
amazonecho,app30,5.693953697659483,0.0013850569955189,0.0003034189145630904
amazonecho,app32,5.960020016861108,0.0015201845072768,0.0004174947638539784
amazonecho,app5,5.839430564313084,0.0014526207513979,0.0003717900487911113
amazonecho,app7,5.914744927475707,0.0014864026293373,0.00027884253659333347
amazonecho,app8,5.761142694957647,0.0014188388734584,0.000512501566754261
bms,app10,6.426458356052527,0.2629302100557421,0.0535747908479005
bms,app12,0.1953828206835258,0.2578892345214518,0.0558420685448777
bms,app17,0.1937102291750251,0.2616089521878051,0.0558961697710545
bms,app19,0.1929492896176263,0.2621824752219152,0.0548473451396017
bms,app1,6.449130694994729,0.2617352821963407,0.0553078880198006
bms,app27,6.443692701672052,0.2600862663975441,0.0577671086880671
bms,app2,6.425983355297611,0.2588874923991244,0.0552403982235592
bms,app30,6.434873122252225,0.2626258562748959,0.0545482701058248
bms,app8,6.446251364975468,0.258901057057101,0.0582799390471823
bms,app9,6.428958997027214,0.2606023823819524,0.0569057112278759
energymanagement,app10,6.355727510832174,0.0475467803720206,0.0154031746163392
energymanagement,app12,0.1254770025526137,0.0472383438225286,0.0156396268582567
energymanagement,app1,6.371679249747524,0.0480625202745687,0.0149638290098948
energymanagement,app24,6.303405246154084,0.0466473560906204,0.0161463102337942
energymanagement,app2,6.357644217414903,0.0472297668243108,0.0156388847522355
energymanagement,app30,6.307933081519882,0.046899179996888,0.0162130986632247
energymanagement,app32,6.343193228151264,0.0471857079751077,0.0155042833307939
energymanagement,app33,6.3621114181006,0.0477752041588733,0.0150646708412463
energymanagement,app3,6.352109426827264,0.047609502238277,0.0152680590495292
energymanagement,app4,6.392091655721981,0.0480144023281844,0.0148624938247262
energymanagement,app5,6.36832232649245,0.0473313458960229,0.0156388847522355
energymanagement,app6,6.305403378724654,0.046548479399642,0.0162130986632247
energymanagement,app7,6.389406215333832,0.0475675016474812,0.0152335572856549
energymanagement,app8,6.323239531601664,0.0474605950211895,0.0154699983078269
energymanagement,app9,6.312102458609807,0.0466309936876675,0.0162468759521065
firedetection,app10,6.117255905224875,0.0027072533528516,0.0007959893730740034
firedetection,app1,6.205669874807026,0.0029779786881368,0.0006024392423754923
firedetection,app22,6.086553868420416,0.0027072533528516,0.0007959893730740034
firedetection,app23,6.139340423317535,0.0026395720190303,0.0008652058402978299
firedetection,app25,6.103236480799752,0.0027410940197622,0.0007613811394620902
firedetection,app29,6.188885221895454,0.0029102973543155,0.0006827644746922244
firedetection,app30,6.150080029745205,0.0027749346866729,0.000726772905850177
firedetection,app31,6.094799915508444,0.0027072533528516,0.0009237401716424212
firedetection,app33,6.131251432246639,0.0027749346866729,0.000860420394957585
firedetection,app7,6.159150031476008,0.0028087753535835,0.0006921646722382639
intrusiondetection,app21,6.327937400251882,0.7623230217636844,0.1433993274765868
intrusiondetection,app24,6.32919469757442,0.7598267769005556,0.1457137779471312
intrusiondetection,app2,6.333504913839941,0.7590826592927794,0.1431028012416152
intrusiondetection,app36,6.331982954956697,0.7638475479827118,0.1411870419808056
intrusiondetection,app40,6.328991704963183,0.7646044581141436,0.1427010632917713
intrusiondetection,app41,6.33016433396651,0.759891916092493,0.1436578483947567
intrusiondetection,app45,6.329159065103583,0.7576537661792906,0.145848353109069
intrusiondetection,app47,6.334271816715348,0.7595655222208305,0.1418708228124906
intrusiondetection,app6,6.322746041230852,0.7571750219805726,0.1443836801123124
occupancymanagement,app12,0.1880009769090343,0.0045157629883601,0.001291551999279
occupancymanagement,app17,0.2020382937504714,0.0047873878297652,0.0010190010158946
occupancymanagement,app19,0.1941679521417116,0.0046855285142383,0.0011170179453224
occupancymanagement,app21,6.357298719602484,0.0044818098831844,0.001401945916229
occupancymanagement,app34,6.4330317587653,0.0046855285142383,0.0011170179453224
occupancymanagement,app42,6.502119647938719,0.0048552940401165,0.000942483891365796
occupancymanagement,app43,6.458021603301049,0.0047194816194139,0.0010892769480252
occupancymanagement,app44,6.380533955342235,0.0045497160935357,0.0012649667783519
occupancymanagement,app48,6.482537250326933,0.0047534347245896,0.0010472043237397
occupancymanagement,app50,6.3750550313048855,0.0044818098831844,0.0013264588100703
occupancymanagement,app5,6.441066710956531,0.0047194816194139,0.001082111134531
occupancymanagement,app8,6.460966020345656,0.0048552940401165,0.0010155206803158
printing,app11,0.4041349585515986,0.0107927291235589,0.0020273903789725
printing,app12,0.4009338295038122,0.010407270612059,0.0024021434726416
printing,app13,0.4205571908879619,0.0106235640902743,0.0021963395772202
printing,app14,0.4163095898264274,0.0104748502913581,0.0023764036947209
printing,app15,0.39501422624393,0.0102045315741618,0.0026519287607755
printing,app16,0.40880113638374,0.0106775893292554,0.0021314794193862
printing,app17,0.3932765114746536,0.0105558980769605,0.0022639192565193
printing,app18,0.4126818778439556,0.0103734807724095,0.0024359764792985
printing,app20,0.4095598730951851,0.01033969093276,0.0025146143945659
printing,app2,6.646411842084662,0.0104410604517086,0.0024245598994596
printing,app4,6.661143985075853,0.0105086401310077,0.0023006444526708
printing,app5,6.664345525273679,0.0106537639976785,0.0021963395772202
smartthings,app11,0.1680281006165599,0.0033103423804673,0.0005240047259941177
smartthings,app14,0.1607404238681846,0.0032427843727027,0.0005938720227933335
smartthings,app1,6.5094833220898485,0.0032589750849449,0.0005742430659994401
smartthings,app21,6.422141931850574,0.0031076683571734,0.0007323815954514874
smartthings,app28,6.572930849236235,0.0033441213843496,0.0004890710775945099
smartthings,app34,6.428649907817823,0.0030892367992707,0.0007431380854110402
smartthings,app35,6.568046333145169,0.0033103423804673,0.0005231297110367768
smartthings,app3,6.426050014641184,0.0031414473610557,0.0006975062813823691
smartthings,app8,6.462039116624699,0.0031414473610557,0.000698672967992157
smartthings,app9,6.410879820320142,0.0031717940289196,0.0006755800776464001
videosurveillance,app10,6.32269472476497,0.2147423667361573,0.0549739599287013
videosurveillance,app26,6.259676425074979,0.2143714837157948,0.0541302834411522
videosurveillance,app35,6.317184474895158,0.2142450361291652,0.0543631379469645
videosurveillance,app36,6.322006647465405,0.2146492532579983,0.0535532587969166
