topic,app,baseline,prioAN,prioRT,prioTS,prioVS,prioRTVS,prioRTVSTSAN,dropVS10,dropAN10,dropRT10,dropVS10AN10,dropVS10AN10RT10,dropVS15AN15
amazonecho,app14,4.882000187526758,5.826497553916542,5.697204991871514,0.12093161988585019,6.9295229550251785,12.349536695403192,1.9543987899504849,3.872283646437905,4.38887328981619,4.13164391805137,2.9216206776551887,3.3072942000274983,3.134352992396494
amazonecho,app21,4.871471021338258,5.821039682153106,0.24856567900659027,4.537908836735158,7.073448088379922,0.2539964670215492,0.2809577496967104,3.8709100200634787,4.387163888106783,4.25103029230873,2.775199124288599,3.2944038455678526,3.156542341508705
amazonecho,app27,4.883001751942516,5.941831824348499,0.2433650734071371,4.516379891053222,7.122961793065027,0.22853862400099084,0.24401084299829057,3.9034408045095446,4.4573425992165125,4.019531290800973,2.8169201151613796,3.264918229610716,3.0958914539350904
amazonecho,app30,4.792775641841303,5.987816114014969,0.22495044913234635,4.676950677369537,6.960136115883785,0.2322833572344886,0.2261619275318152,3.8780934471137374,4.346138247080971,4.114869397190385,2.9254668315010686,3.3949237326268222,3.0692642350001966
amazonecho,app32,4.781990192987356,5.930259700916748,0.2513536817500718,4.678573913022926,7.212247558481627,0.23707670841723172,0.2415102569630252,3.8415922682031742,4.452325877158121,3.99707729134068,2.8286541438450508,3.4160791717419996,3.1358322823374434
amazonecho,app5,4.833455710781738,0.24454707207072487,5.833854545022025,4.560602243618403,7.106340184358257,12.264034700995008,13.930951503173976,3.6902392042641337,4.400832706857041,4.122975146855787,2.904387484963064,3.223286981332258,3.3390836127976953
amazonecho,app7,4.798777723409127,0.24226571709625455,5.740432948073569,4.617626663726691,6.86754170168901,12.233799155473669,14.225742936563483,3.8487941925620572,4.5634594823919725,4.070626173074277,2.7369543288047145,3.354301913555144,3.074449169150831
amazonecho,app8,4.865186380322854,0.23445530577744458,5.849749446531796,4.592853891679547,7.050150401207187,11.993697137107551,14.241666045686628,3.879972910636066,4.182799251302801,4.051151836193999,2.6655532244750453,3.446071240134686,3.0717557852996715
bms,app12,4.499706604369291,6.300366157955165,5.7921253262403205,0.15937709803331526,7.613679762182586,11.901476278981164,1.7535393102700452,3.814456528177118,4.156510706987093,4.16291788572468,3.4658464663088484,3.1419181274120525,2.8093226377838434
bms,app17,4.497559671604219,6.2051019801546055,5.756246373167372,0.16003235255765327,7.583243255091124,11.49959644519795,1.7671627520158615,3.865343102446055,4.172307313663067,4.163476557797779,3.5273501545907577,3.1454048912898247,2.7752881130914897
bms,app1,4.497701617436126,0.22951377346335536,5.746878701731016,4.759685892050623,7.484387618037569,11.500086481716865,14.029156140666242,3.811334066005398,4.224596833589251,4.158038176510457,3.477133973964561,3.084989019402625,2.8190420821795543
bms,app27,4.562097081343766,6.314427608224366,0.17424748276145188,4.760498831604209,7.580821044155115,0.17534079532621874,0.17263366735338748,3.859582580828297,4.146709036273721,4.169627499121874,3.522135512364217,3.083849201362502,2.771225553817098
bms,app2,4.504769184962656,0.22931653881059808,5.7516711827166995,4.753243376845978,7.597277277886666,11.89181822841071,14.034871533308769,3.787414094579738,4.227030397797324,4.16596084052099,3.4626901362680234,3.0840281042560496,2.8164905643681104
bms,app30,4.499609547249403,6.226559845974732,0.17533956648799057,4.7572756945451316,7.49130169608051,0.17413358553126884,0.17271180052057622,3.809469967316192,4.178929657097236,4.166083542312535,3.5072540888379975,3.0977718289950236,2.7737497998450844
bms,app8,4.499285163342931,0.2319499378527029,5.735840728831563,4.755966510773342,7.486094820149672,11.529550119027322,14.227884791303442,3.8117331578078457,4.220867260159887,4.164452944031518,3.5162485851354766,3.087381502252552,2.78490092484095
energymanagement,app12,4.693398659227508,6.572440876163097,6.0393052229210955,0.12059817628458376,7.543983365164851,11.747041795869958,2.029040990998117,3.8608802548761996,4.116524177338567,4.196673786769385,3.557533628518959,3.182070600258143,3.0644006171743667
energymanagement,app1,4.6740505091900015,0.410855538684624,6.020066110549194,4.949477015015702,7.526499273819836,11.685100465520987,14.241940808307556,3.8674902204361263,4.177051505731911,4.21356235912856,3.5550021726022463,3.185420014604432,3.0798598604794702
energymanagement,app24,4.721972492497038,6.5478657799377284,0.24581002035964544,4.882853355632165,7.592583442965629,0.2472896632625614,0.2504862780842024,3.875970963615191,4.1032231695386185,4.193514371784852,3.5436969997039354,3.153581495131118,3.0375426837713477
energymanagement,app27,4.635279085878297,6.534930792576568,0.2425030067304991,4.846431262354049,7.537445212713362,0.24615428396920805,0.2501796141312894,3.8543825836758554,4.101670241763812,4.195819766283926,3.5449489131861847,3.1868081700910182,3.062936555913968
energymanagement,app2,4.678827590932583,0.4062820136437569,5.951417007342666,4.90071801726342,7.5525318444553635,11.677375821781052,14.210215571366277,3.8785522515485855,4.12083870459692,4.199014729939488,3.576010738269895,3.1910275357497833,3.0146269646256787
energymanagement,app30,4.7028007665167335,6.539294573648413,0.24780308492634334,4.960913929026279,7.529947584983759,0.24924403995889663,0.2495936403412776,3.853136551890755,4.1391461250945545,4.2206698822717925,3.5373063747363043,3.2091451966883096,3.0498956961115207
energymanagement,app32,4.625224639119336,6.533841652920443,0.24520578847647836,4.909388764102762,7.511237618968639,0.2422991018448715,0.2435488401066091,3.8693983575514994,4.136601288509892,4.194473833293481,3.5556651939494226,3.2076988695712414,3.068549535062504
energymanagement,app3,4.6726186867415676,0.40899057055033883,5.994885348879335,4.9176762613728,7.537820795636025,11.639307695725083,14.263894686172437,3.873550569276052,4.144751547337057,4.199543521693589,3.567914734956628,3.206207767661598,3.0438300467751254
energymanagement,app4,4.612905173370654,0.42133332698180886,6.035560313776143,4.941607422007476,7.513971415555579,11.736903033959726,14.198192371154404,3.8916032806276974,4.155661331700347,4.18919650390134,3.530372611316927,3.197029972444483,3.0751103167675304
energymanagement,app5,4.631553373814673,0.4144517608692493,6.012041305780984,4.913093281746848,7.54301510912426,11.744512254728319,14.299049792602919,3.8651804216620076,4.129417501747481,4.170509005268505,3.5282273377523046,3.1575512539689092,3.070150201947923
energymanagement,app6,4.609476148371745,0.41530600210456015,5.958328373409726,4.839471075258398,7.5427981751401205,11.645298256379482,14.294264682713946,3.853416334477271,4.088248289610939,4.196577792947097,3.55099377622663,3.2001641358841524,3.043503028354383
energymanagement,app7,4.726588174928438,0.4252610646538201,6.016257395528303,4.959988607029878,7.503363645885401,11.723310691741707,14.189736758354382,3.864886004815907,4.173742968734606,4.2008169719710065,3.5426192785616593,3.1672130057835663,3.063597712708074
energymanagement,app8,4.615860571559842,0.42161266383102214,5.964681919530972,4.879381179975597,7.545024041607846,11.680826711561998,14.215399376282837,3.869763354812535,4.148573757642241,4.190776503100779,3.546617703698526,3.206757459024423,3.076841774286019
firedetection,app1,4.515726222091863,0.20103302020966168,5.970041628231943,4.735891825215777,8.073377240418623,11.164145837351825,14.2404229141295,3.7805837864338976,4.06008945839431,4.1558242434997785,3.4789988674085004,3.356168532628514,2.9199593855256296
firedetection,app22,4.4888689745809796,6.367024410956907,0.36207964687947486,4.700511978553646,8.076414537251548,0.3582104238063625,0.3195187845762009,3.735241885701153,4.21648568456479,4.192339602277626,3.407654980919416,3.358018336813547,2.7849306258928976
firedetection,app23,4.532418409436007,6.3085192060330915,0.3630803174666797,4.7216688096122,8.097446589259892,0.3499747395027172,0.37378033340284933,3.8204184334589524,4.199190437272697,4.149270988416144,3.3382186540213024,3.3791594757491286,2.8384423315779874
firedetection,app25,4.39549955665032,6.400974700178853,0.3603459055959036,4.818950632548141,8.026000617298013,0.3517417739797745,0.35403940920999766,3.853187836930409,4.112147010096458,4.189544714940711,3.384417967362035,3.467066416802214,2.781399727276435
firedetection,app27,4.505679723846864,6.439115198248437,0.3764694984417948,4.698851848383833,7.928614859860515,0.35465686096026044,0.3423577846301609,3.740321213890614,4.186179526897829,4.246165975726857,3.410156122341715,3.3814199698852216,2.8308818941133382
firedetection,app29,4.403920000908225,6.286479690497502,0.36854913410352036,4.6796270163606835,8.111088076985935,0.3533015205982642,0.3559637160710653,3.78598221748851,4.152214485462921,4.202683142111704,3.423464310485944,3.560430499097826,2.8986777400647656
firedetection,app30,4.5031504655188455,6.357081160914892,0.3560822937964455,4.755677001254667,8.06157415582005,0.3644298935737112,0.3629345503428207,3.77090257521465,4.098667849504825,4.306155212975849,3.348929957771367,3.398032525097211,2.774670063587942
firedetection,app31,4.520328542651527,6.319421360244004,0.3488800525382556,4.688181231240179,8.013963212501533,0.3769246126145449,0.358707476459484,3.791588301058203,4.096540283247673,4.270210685593301,3.340012320637354,3.332437880777875,2.740433880588861
firedetection,app7,4.497777190823711,0.19544750565207283,5.955653906331068,4.842173986918542,8.02432875876912,11.184557061329487,14.285853353498503,3.7669533812779146,4.0687168398355125,4.1591762206872795,3.3261878292166975,3.4943046115013723,2.7412896247563068
intrusiondetection,app21,4.536803937812701,6.074857169279267,0.17426150531778753,4.763673485564837,7.80974983519526,0.17246049588535017,0.1738789148624549,3.856996328457645,4.193654444262975,4.214990953447534,3.578995852907579,3.1611123473969003,2.8499179921616244
intrusiondetection,app24,4.542237872447915,6.291515928243539,0.17404844870475275,4.845800070659889,7.811835298067204,0.1736465127929265,0.1735391762404396,3.861606223601307,4.163869046581248,4.216169195709271,3.5790409613259806,3.164972459057533,2.843094891654893
intrusiondetection,app2,4.543855299854329,0.19452196658076637,5.841759366235761,4.825048636467207,7.813604074017744,11.871054109644835,14.707531086875802,3.859809640386317,4.154482503823141,4.233171071767354,3.555542471975793,3.083240242501185,2.878296192674423
intrusiondetection,app36,4.551507213871027,6.071691525285522,5.8322471654813715,4.792674246937382,0.3887061810121415,0.9384033635749714,0.9530477693382479,3.881985177719066,4.1764760376654495,4.1517897696852435,3.5555482748499925,3.093896686839858,2.8745710576360235
intrusiondetection,app40,4.545432168420915,6.282965782367359,5.839925175204127,4.819443916478241,0.38880777368042474,0.9340264198157395,0.9530594542462433,3.8563389206451295,4.171081184678724,4.149244530977666,3.5547692397338486,3.1482081782280953,2.8792052829127495
intrusiondetection,app41,4.561870912260708,6.295420531178299,5.839661222887581,4.8004616167470795,0.3893058951988225,0.9463883195089228,0.9561182386023521,3.8788527587316706,4.176501861146766,4.195545194297955,3.5888120277936153,3.084706438847695,2.8305925389175646
intrusiondetection,app45,4.543007099006261,6.292374679886926,5.838366888757926,4.793437051362406,0.38981425540272474,0.9372701763833869,0.9430153635723212,3.872221125654673,4.17160444341002,4.230498746065009,3.5744626163601563,3.169012060904539,2.830807026762503
intrusiondetection,app47,4.5403842889791655,6.043150679820298,5.839758947052077,4.797124954150163,0.38905860848033696,0.9362916919478539,0.9626606977107934,3.8403358220026176,4.208690741901635,4.223265080962768,3.576294390831373,3.167968744378241,2.865954290147425
intrusiondetection,app6,4.622959398042721,0.19434021307623628,5.83898302126379,4.763521936706257,7.8174375855794604,11.877479503493118,14.725312050921216,3.8546879132004324,4.17349358037464,4.159698740274322,3.5729969999325206,3.131608651081053,2.8854795087418172
occupancymanagement,app12,4.494348990131944,6.599618401179826,5.559961078749215,0.15965725636941225,7.582204726182834,11.909875633709358,2.269932864379926,3.6354484673457197,4.053551266910652,4.304915890437646,3.599971158977645,3.1145491305507247,3.0990269222316673
occupancymanagement,app17,4.463421979175835,6.583180958323345,5.444188881214373,0.16222854379622884,7.669613722811021,11.961041579249757,2.212557122999306,3.624890759999597,4.0403922851755585,4.254639436714622,3.5987359748309484,3.1411818305114263,3.0715209081211334
occupancymanagement,app21,4.521297634693189,6.5411105535367735,0.14074712117942195,4.6099855521365996,7.624065860267731,0.13471023204562385,0.14286484002129224,3.6194770631813267,4.020762191662861,4.201955514277745,3.5080105446823193,3.018304070354393,3.062269664123345
occupancymanagement,app42,4.497058920489451,6.468180981900269,5.526701297080305,4.578465916477555,0.3190690093389272,0.7789210599983339,0.8297899205088324,3.5989866522503187,3.9838172313931284,4.2295157889464114,3.5885916174716463,3.148382044472098,3.0175525622803736
occupancymanagement,app43,4.467382370446703,6.58882808330622,5.460710650253232,4.627536242616287,0.32151364539414246,0.7828170820386844,0.8054215265915776,3.60170407592739,4.068138575246769,4.298797405745537,3.499982140029317,3.1070083241752604,3.0639330017104087
occupancymanagement,app44,4.443893447070864,6.540745633829963,5.511068622980892,4.524465778031699,0.3127457027508991,0.7754987997025461,0.8292437258804379,3.5554460411060513,4.023377918901082,4.256931830605151,3.5343066104093164,3.127085506473428,3.0947423912444245
occupancymanagement,app5,4.46846130863253,0.17850584079475687,5.576525948240523,4.6178093113436125,7.647498923524856,12.06046189165228,14.191853273720824,3.7350128218001886,4.032834618237819,4.3195013544113525,3.6239876230713404,3.132784887626856,3.0170185035215056
occupancymanagement,app8,4.4469663435552444,0.18723841051058135,5.642808566811265,4.58659040815729,7.741097642560656,11.800358808645887,14.241084657342334,3.716914772159862,3.85107029242606,4.289615873842498,3.6926090240151304,3.1260614746309554,3.202017490113781
printing,app11,4.590571114325482,6.412028082625327,5.696330537098381,0.3858116685813689,7.313869163359097,10.988616603695792,1.9922060457522335,3.965981324038775,4.22644741022403,4.2046325553540145,3.5948705896283464,3.181490176740914,2.9012896100515957
printing,app12,4.544373625079779,6.344722518742211,5.731712579041228,0.3801679128640492,7.374287022868562,11.063189494783638,1.9682267321793685,3.9903611823981664,4.261749426319794,4.168009192015883,3.5772287857503784,3.1207121127385564,2.9223021753476894
printing,app13,4.59940349754598,6.339139118195913,5.733284946714166,0.38830833718512625,7.374309834895746,10.87079743989285,2.014135918566776,3.9515047727524455,4.234599972471046,4.149224519252364,3.56507332441365,3.15393230611796,2.921111089192432
printing,app14,4.535579060636929,6.335876975699824,5.744503068711318,0.3933198051001888,7.3265942860923134,11.014124843249498,1.9285813784001002,3.9427133280323736,4.17110801562405,4.206621333282927,3.5707098971406634,3.1886553347668145,2.987524582895867
printing,app15,4.590770196107047,6.26502575235203,5.74720793089168,0.38761110650447894,7.375473403539862,10.988616446346363,1.9067351576450005,3.972581412390925,4.2359893128074555,4.220260199706112,3.591486349678737,3.1346335759801254,2.9421932834288076
printing,app16,4.600661491155008,6.43422931226974,5.738393451529159,0.3971397858654194,7.34681258832438,10.936618503221995,1.9633597837373356,3.9764708040535552,4.228411691888603,4.144766753378796,3.5226816501349894,3.151192847940326,2.926402434382333
printing,app17,4.577016028696435,6.374450040693254,5.765762362802998,0.3619128002044983,7.314864537642856,10.931477295192662,1.9253437645505078,3.961564083463943,4.239631666964939,4.176473920964218,3.5583508157990593,3.1537070145477517,2.9905022560572085
printing,app18,4.595429823021085,6.347010849844645,5.6815683339806435,0.3867389799060264,7.388200969430868,10.866493553092603,1.9121504125011823,3.9929489472289226,4.205045726865404,4.18006122556652,3.5471186321445805,3.2129162411330117,2.9062961936990845
printing,app2,4.591933168665795,0.23163323124458554,5.700139174598907,5.198462801563325,7.352075484263501,10.957943800282028,15.147944679460581,3.9241221903805457,4.159803727822219,4.177568399563943,3.669855826248443,3.0399479569607344,2.890867719778619
printing,app4,4.57463272363968,0.23569875541306035,5.72060746152986,5.122303778049467,7.331103606901459,11.009708415474497,15.34234389015005,3.9312507868490743,4.272246731327771,4.1670724516951045,3.5717156550728286,3.1376431749986655,2.938708821103477
